time,BF_object_C,lat_C,long_C
+2026-02-05T22:39:15Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:16Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:17Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:18Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:19Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:20Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:21Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:22Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:23Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:24Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:25Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:26Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:27Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:28Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:29Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:30Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:31Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:32Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:33Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:34Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:35Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:36Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:37Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:38Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:39Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:40Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:41Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:42Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:43Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:44Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:45Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:46Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:47Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:48Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:49Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:50Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:51Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:52Z,BTR-80,35.0001082,130.0176478
+2026-02-05T22:39:53Z,BTR-80,35.0001082,130.0177356
+2026-02-05T22:39:54Z,BTR-80,35.0001082,130.0178234
+2026-02-05T22:39:55Z,BTR-80,35.0001082,130.0179112
+2026-02-05T22:39:56Z,BTR-80,35.0001082,130.017999
+2026-02-05T22:39:57Z,BTR-80,35.0001082,130.0180868
+2026-02-05T22:39:58Z,BTR-80,35.0001082,130.0181746
+2026-02-05T22:39:59Z,BTR-80,35.0001082,130.0182624
+2026-02-05T22:40:00Z,BTR-80,35.0001082,130.0183502
+2026-02-05T22:40:01Z,BTR-80,35.0001082,130.018438
+2026-02-05T22:40:02Z,BTR-80,35.0001082,130.0185258
+2026-02-05T22:40:03Z,BTR-80,35.0001082,130.0186136
+2026-02-05T22:40:04Z,BTR-80,35.0001082,130.0187014
+2026-02-05T22:40:05Z,BTR-80,35.0001082,130.0187892
+2026-02-05T22:40:06Z,BTR-80,35.0001082,130.018877
+2026-02-05T22:40:07Z,BTR-80,35.0001082,130.0189648
+2026-02-05T22:40:08Z,BTR-80,35.0001082,130.0190526
+2026-02-05T22:40:09Z,BTR-80,35.0001082,130.0191404
+2026-02-05T22:40:10Z,BTR-80,35.0001082,130.0192282
+2026-02-05T22:40:11Z,BTR-80,35.0001082,130.019316
+2026-02-05T22:40:12Z,BTR-80,35.0001082,130.0194038
+2026-02-05T22:40:13Z,BTR-80,35.0001082,130.0194916
+2026-02-05T22:40:14Z,BTR-80,35.0001082,130.0195794
+2026-02-05T22:40:15Z,BTR-80,35.0001082,130.0196672
+2026-02-05T22:40:16Z,BTR-80,35.0001082,130.019755
+2026-02-05T22:40:17Z,BTR-80,35.0001082,130.0198428
+2026-02-05T22:40:18Z,BTR-80,35.0001082,130.0199306
+2026-02-05T22:40:19Z,BTR-80,35.0001082,130.0200184
+2026-02-05T22:40:20Z,BTR-80,35.0001082,130.0201062
+2026-02-05T22:40:21Z,BTR-80,35.0001082,130.020194
+2026-02-05T22:40:22Z,BTR-80,35.0001082,130.0202818
+2026-02-05T22:40:23Z,BTR-80,35.0001082,130.0203696
+2026-02-05T22:40:24Z,BTR-80,35.0001082,130.0204574
+2026-02-05T22:40:25Z,BTR-80,35.0001082,130.0205452
+2026-02-05T22:40:26Z,BTR-80,35.0001082,130.020633
+2026-02-05T22:40:27Z,BTR-80,35.0001082,130.0207208
+2026-02-05T22:40:28Z,BTR-80,35.0001082,130.0208086
+2026-02-05T22:40:29Z,BTR-80,35.0001082,130.0208964
+2026-02-05T22:40:30Z,BTR-80,35.0001082,130.0209842
+2026-02-05T22:40:31Z,BTR-80,35.0001082,130.021072
+2026-02-05T22:40:32Z,BTR-80,35.0001082,130.0211598
+2026-02-05T22:40:33Z,BTR-80,35.0001082,130.0212476
+2026-02-05T22:40:34Z,BTR-80,35.0001082,130.0213354
+2026-02-05T22:40:35Z,BTR-80,35.0001082,130.0214232
+2026-02-05T22:40:36Z,BTR-80,35.0001082,130.021511
+2026-02-05T22:40:37Z,BTR-80,35.0001082,130.0215988
+2026-02-05T22:40:38Z,BTR-80,35.0001082,130.0216866
+2026-02-05T22:40:39Z,BTR-80,35.0001082,130.0217744
+2026-02-05T22:40:40Z,BTR-80,35.0001082,130.0218622
+2026-02-05T22:40:41Z,BTR-80,35.0001082,130.02195
+2026-02-05T22:40:42Z,BTR-80,35.0001082,130.0220378
+2026-02-05T22:40:43Z,BTR-80,35.0001082,130.0221256
+2026-02-05T22:40:44Z,BTR-80,35.0001082,130.0222134
+2026-02-05T22:40:45Z,BTR-80,35.0001082,130.0223012
+2026-02-05T22:40:46Z,BTR-80,35.0001082,130.022389
+2026-02-05T22:40:47Z,BTR-80,35.0001082,130.0224768
+2026-02-05T22:40:48Z,BTR-80,35.0001082,130.0225646
+2026-02-05T22:40:49Z,BTR-80,35.0001082,130.0226524
+2026-02-05T22:40:50Z,BTR-80,35.0001082,130.0227402
+2026-02-05T22:40:51Z,BTR-80,35.0001082,130.022828
+2026-02-05T22:40:52Z,BTR-80,35.0001082,130.0229158
+2026-02-05T22:40:53Z,BTR-80,35.0001082,130.0230036
+2026-02-05T22:40:54Z,BTR-80,35.0001082,130.0230914
+2026-02-05T22:40:55Z,BTR-80,35.0001082,130.0231792
+2026-02-05T22:40:56Z,BTR-80,35.0001082,130.023267
+2026-02-05T22:40:57Z,BTR-80,35.0001082,130.0233548
+2026-02-05T22:40:58Z,BTR-80,35.0001082,130.0234426
+2026-02-05T22:40:59Z,BTR-80,35.0001082,130.0235304
+2026-02-05T22:41:00Z,BTR-80,35.0001082,130.0236182
+2026-02-05T22:41:01Z,BTR-80,35.0001082,130.023706
+2026-02-05T22:41:02Z,BTR-80,35.0001082,130.0237938
+2026-02-05T22:41:03Z,BTR-80,35.0001082,130.0238816
+2026-02-05T22:41:04Z,BTR-80,35.0001082,130.0239694
+2026-02-05T22:41:05Z,BTR-80,35.0001082,130.0240572
+2026-02-05T22:41:06Z,BTR-80,35.0001082,130.024145
+2026-02-05T22:41:07Z,BTR-80,35.0001082,130.0242328
+2026-02-05T22:41:08Z,BTR-80,35.0001082,130.0243206
+2026-02-05T22:41:09Z,BTR-80,35.0001082,130.0244084
+2026-02-05T22:41:10Z,BTR-80,35.0001082,130.0244962
+2026-02-05T22:41:11Z,BTR-80,35.0001082,130.024584
+2026-02-05T22:41:12Z,BTR-80,35.0001082,130.0246718
+2026-02-05T22:41:13Z,BTR-80,35.0001082,130.0247596
+2026-02-05T22:41:14Z,BTR-80,35.0001082,130.0248474
+2026-02-05T22:41:15Z,BTR-80,35.0001082,130.0249352
+2026-02-05T22:41:16Z,BTR-80,35.0001082,130.025023
+2026-02-05T22:41:17Z,BTR-80,35.0001082,130.0251108
+2026-02-05T22:41:18Z,BTR-80,35.0001082,130.0251986
+2026-02-05T22:41:19Z,BTR-80,35.0001082,130.0252864
+2026-02-05T22:41:20Z,BTR-80,35.0001082,130.0253742
+2026-02-05T22:41:21Z,BTR-80,35.0001082,130.025462
+2026-02-05T22:41:22Z,BTR-80,35.0001082,130.0255498
+2026-02-05T22:41:23Z,BTR-80,35.0001082,130.0256376
+2026-02-05T22:41:24Z,BTR-80,35.0001082,130.0257254
+2026-02-05T22:41:25Z,BTR-80,35.0001082,130.0258132
+2026-02-05T22:41:26Z,BTR-80,35.0001082,130.025901
+2026-02-05T22:41:27Z,BTR-80,35.0001082,130.0259888
+2026-02-05T22:41:28Z,BTR-80,35.0001082,130.0260766
+2026-02-05T22:41:29Z,BTR-80,35.0001082,130.0261644
+2026-02-05T22:41:30Z,BTR-80,35.0001082,130.0262522
+2026-02-05T22:41:31Z,BTR-80,35.0001082,130.02634
+2026-02-05T22:41:32Z,BTR-80,35.0001082,130.0264278
+2026-02-05T22:41:33Z,BTR-80,35.0001082,130.0265156
+2026-02-05T22:41:34Z,BTR-80,35.0001082,130.0266034
+2026-02-05T22:41:35Z,BTR-80,35.0001082,130.0266912
+2026-02-05T22:41:36Z,BTR-80,35.0001082,130.026779
+2026-02-05T22:41:37Z,BTR-80,35.0001082,130.0268668
+2026-02-05T22:41:38Z,BTR-80,35.0001082,130.0269546
+2026-02-05T22:41:39Z,BTR-80,35.0001082,130.0270424
+2026-02-05T22:41:40Z,BTR-80,35.0001082,130.0271302
+2026-02-05T22:41:41Z,BTR-80,35.0001082,130.027218
+2026-02-05T22:41:42Z,BTR-80,35.0001082,130.0273058
+2026-02-05T22:41:43Z,BTR-80,35.0001082,130.0273936
+2026-02-05T22:41:44Z,BTR-80,35.0001082,130.0274814
+2026-02-05T22:41:45Z,BTR-80,35.0001082,130.0275692
+2026-02-05T22:41:46Z,BTR-80,35.0001082,130.027657
+2026-02-05T22:41:47Z,BTR-80,35.0001082,130.0277448
+2026-02-05T22:41:48Z,BTR-80,35.0001082,130.0278326
+2026-02-05T22:41:49Z,BTR-80,35.0001082,130.0279204
+2026-02-05T22:41:50Z,BTR-80,35.0001082,130.0280082
+2026-02-05T22:41:51Z,BTR-80,35.0001082,130.028096
+2026-02-05T22:41:52Z,BTR-80,35.0001082,130.0281838
+2026-02-05T22:41:53Z,BTR-80,35.0001082,130.0282716
+2026-02-05T22:41:54Z,BTR-80,35.0001082,130.0283594
+2026-02-05T22:41:55Z,BTR-80,35.0001082,130.0284472
+2026-02-05T22:41:56Z,BTR-80,35.0001082,130.028535
+2026-02-05T22:41:57Z,BTR-80,35.0001082,130.0286228
+2026-02-05T22:41:58Z,BTR-80,35.0001082,130.0287106
+2026-02-05T22:41:59Z,BTR-80,35.0001082,130.0287984
+2026-02-05T22:42:00Z,BTR-80,35.0001082,130.0288862
+2026-02-05T22:42:01Z,BTR-80,35.0001082,130.028974
+2026-02-05T22:42:02Z,BTR-80,35.0001082,130.0290618
+2026-02-05T22:42:03Z,BTR-80,35.0001082,130.0291496
+2026-02-05T22:42:04Z,BTR-80,35.0001082,130.0292374
+2026-02-05T22:42:05Z,BTR-80,35.0001082,130.0293252
+2026-02-05T22:42:06Z,BTR-80,35.0001082,130.029413
+2026-02-05T22:42:07Z,BTR-80,35.0001082,130.0295008
+2026-02-05T22:42:08Z,BTR-80,35.0001082,130.0295886
+2026-02-05T22:42:09Z,BTR-80,35.0001082,130.0296764
+2026-02-05T22:42:10Z,BTR-80,35.0001082,130.0297642
+2026-02-05T22:42:11Z,BTR-80,35.0001082,130.029852
+2026-02-05T22:42:12Z,BTR-80,35.0001082,130.0299398
+2026-02-05T22:42:13Z,BTR-80,35.0001082,130.0300276
+2026-02-05T22:42:14Z,BTR-80,35.0001082,130.0301154
+2026-02-05T22:42:15Z,BTR-80,35.0001082,130.0302032
+2026-02-05T22:42:16Z,BTR-80,35.0001082,130.030291
+2026-02-05T22:42:17Z,BTR-80,35.0001082,130.0303788
+2026-02-05T22:42:18Z,BTR-80,35.0001082,130.0304666
+2026-02-05T22:42:19Z,BTR-80,35.0001082,130.0305544
+2026-02-05T22:42:20Z,BTR-80,35.0001082,130.0306422
+2026-02-05T22:42:21Z,BTR-80,35.0001082,130.03073
+2026-02-05T22:42:22Z,BTR-80,35.0001082,130.0308178
+2026-02-05T22:42:23Z,BTR-80,35.0001082,130.0309056
+2026-02-05T22:42:24Z,BTR-80,35.0001082,130.0309934
+2026-02-05T22:42:25Z,BTR-80,35.0001082,130.0310812
+2026-02-05T22:42:26Z,BTR-80,35.0001082,130.031169
+2026-02-05T22:42:27Z,BTR-80,35.0001082,130.0312568
+2026-02-05T22:42:28Z,BTR-80,35.0001082,130.0313446
+2026-02-05T22:42:29Z,BTR-80,35.0001082,130.0314324
+2026-02-05T22:42:30Z,BTR-80,35.0001082,130.0315202
+2026-02-05T22:42:31Z,BTR-80,35.0001082,130.031608
+2026-02-05T22:42:32Z,BTR-80,35.0001082,130.0316958
+2026-02-05T22:42:33Z,BTR-80,35.0001082,130.0317836
+2026-02-05T22:42:34Z,BTR-80,35.0001082,130.0318714
+2026-02-05T22:42:35Z,BTR-80,35.0001082,130.0319592
+2026-02-05T22:42:36Z,BTR-80,35.0001082,130.032047
+2026-02-05T22:42:37Z,BTR-80,35.0001082,130.0321348
+2026-02-05T22:42:38Z,BTR-80,35.0001082,130.0322226
+2026-02-05T22:42:39Z,BTR-80,35.0001082,130.0323104
+2026-02-05T22:42:40Z,BTR-80,35.0001082,130.0323982
+2026-02-05T22:42:41Z,BTR-80,35.0001082,130.032486
+2026-02-05T22:42:42Z,BTR-80,35.0001082,130.0325738
+2026-02-05T22:42:43Z,BTR-80,35.0001082,130.0326616
+2026-02-05T22:42:44Z,BTR-80,35.0001082,130.0327494
+2026-02-05T22:42:45Z,BTR-80,35.0001082,130.0328372
+2026-02-05T22:42:46Z,BTR-80,35.0001082,130.032925
+2026-02-05T22:42:47Z,BTR-80,35.0001082,130.0330128
+2026-02-05T22:42:48Z,BTR-80,35.0001082,130.0331006
+2026-02-05T22:42:49Z,BTR-80,35.0001082,130.0331884
+2026-02-05T22:42:50Z,BTR-80,35.0001082,130.0332762
+2026-02-05T22:42:51Z,BTR-80,35.0001082,130.033364
+2026-02-05T22:42:52Z,BTR-80,35.0001082,130.0334518
+2026-02-05T22:42:53Z,BTR-80,35.0001082,130.0335396
+2026-02-05T22:42:54Z,BTR-80,35.0001082,130.0336274
+2026-02-05T22:42:55Z,BTR-80,35.0001082,130.0337152
+2026-02-05T22:42:56Z,BTR-80,35.0001082,130.033803
+2026-02-05T22:42:57Z,BTR-80,35.0001082,130.0338908
+2026-02-05T22:42:58Z,BTR-80,35.0001082,130.0339786
+2026-02-05T22:42:59Z,BTR-80,35.0001082,130.0340664
+2026-02-05T22:43:00Z,BTR-80,35.0001082,130.0341542
+2026-02-05T22:43:01Z,BTR-80,35.0001082,130.034242
+2026-02-05T22:43:02Z,BTR-80,35.0001082,130.0343298
+2026-02-05T22:43:03Z,BTR-80,35.0001082,130.0344176
+2026-02-05T22:43:04Z,BTR-80,35.0001082,130.0345054
+2026-02-05T22:43:05Z,BTR-80,35.0001082,130.0345932
+2026-02-05T22:43:06Z,BTR-80,35.0001082,130.034681
+2026-02-05T22:43:07Z,BTR-80,35.0001082,130.0347688
+2026-02-05T22:43:08Z,BTR-80,35.0001082,130.0348566
+2026-02-05T22:43:09Z,BTR-80,35.0001082,130.0349444
+2026-02-05T22:43:10Z,BTR-80,35.0001082,130.0350322
+2026-02-05T22:43:11Z,BTR-80,35.0001082,130.03512
