time,BF_object_C,lat_C,long_C
+2026-02-05T22:39:15Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:16Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:17Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:18Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:19Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:20Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:21Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:22Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:23Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:24Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:25Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:26Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:27Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:28Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:29Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:30Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:31Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:32Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:33Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:34Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:35Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:36Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:37Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:38Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:39Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:40Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:41Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:42Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:43Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:44Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:45Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:46Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:47Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:48Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:49Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:50Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:39:51Z,BTR-80,35.0001082,130.01756
+2026-02-05T22:43:12Z,BTR-80,35.0001082,130.0352078
+2026-02-05T22:43:13Z,BTR-80,35.0001082,130.0352956
+2026-02-05T22:43:14Z,BTR-80,35.0001082,130.0353834
+2026-02-05T22:43:15Z,BTR-80,35.0001082,130.0354712
+2026-02-05T22:43:16Z,BTR-80,35.0001082,130.035559
+2026-02-05T22:43:17Z,BTR-80,35.0001082,130.0356468
+2026-02-05T22:43:18Z,BTR-80,35.0001082,130.0357346
+2026-02-05T22:43:19Z,BTR-80,35.0001082,130.0358224
+2026-02-05T22:43:20Z,BTR-80,35.0001082,130.0359102
+2026-02-05T22:43:21Z,BTR-80,35.0001082,130.035998
+2026-02-05T22:43:22Z,BTR-80,35.0001082,130.0360858
+2026-02-05T22:43:23Z,BTR-80,35.0001082,130.0361736
+2026-02-05T22:43:24Z,BTR-80,35.0001082,130.0362614
+2026-02-05T22:43:25Z,BTR-80,35.0001082,130.0363492
+2026-02-05T22:43:26Z,BTR-80,35.0001082,130.036437
+2026-02-05T22:43:27Z,BTR-80,35.0001082,130.0365248
+2026-02-05T22:43:28Z,BTR-80,35.0001082,130.0366126
+2026-02-05T22:43:29Z,BTR-80,35.0001082,130.0367004
+2026-02-05T22:43:30Z,BTR-80,35.0001082,130.0367882
+2026-02-05T22:43:31Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:32Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:33Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:34Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:35Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:36Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:37Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:38Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:39Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:40Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:41Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:42Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:43Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:44Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:45Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:46Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:47Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:48Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:49Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:50Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:51Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:52Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:53Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:54Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:55Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:56Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:57Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:58Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:43:59Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:00Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:01Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:02Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:03Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:04Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:05Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:06Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:07Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:08Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:09Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:10Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:11Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:12Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:13Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:14Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:15Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:16Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:17Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:18Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:19Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:20Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:21Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:22Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:23Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:24Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:25Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:26Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:27Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:28Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:29Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:30Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:31Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:32Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:33Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:34Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:35Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:36Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:37Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:38Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:39Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:40Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:41Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:42Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:43Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:44Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:45Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:46Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:47Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:48Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:49Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:50Z,BTR-80,35.0001082,130.036876
+2026-02-05T22:44:51Z,BTR-80,35.0001082,130.036876
