time,BF_object_C,lat_C,long_C,BF_object_D,lat_D,long_D,BF_object_E,lat_E,long_E,C-D,D-C,D-E,E-D,E-C,C-E
+2026-02-05T22:38:09Z,Platform_A,35.00006873786505,130.01755597659852,K2BlackPanther,35.000036085860565,130.0272093927262,T90,35.00016193185399,130.02971136978678,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:10Z,Platform_A,35.00005739033854,130.01757929508386,K2BlackPanther,35.00003417552618,130.0272083306201,T90,35.00017013537143,130.0296653921709,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:11Z,Platform_A,35.0000557279429,130.01754906240717,K2BlackPanther,35.00003405463479,130.02720314332876,T90,35.00014847801761,130.02958221832438,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:12Z,Platform_A,35.00006250897824,130.01758139024653,K2BlackPanther,35.000037638028985,130.02721807043818,T90,35.00015322449181,130.0295201007266,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:13Z,Platform_A,35.000049846391384,130.0175799172505,K2BlackPanther,35.00004797276436,130.02722075094587,T90,35.00016279042929,130.0294156566391,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:14Z,Platform_A,35.00005747934922,130.0175588796101,K2BlackPanther,35.00001941183454,130.02720243119938,T90,35.00017202713551,130.02934555230772,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:15Z,Platform_A,35.00007181661867,130.0175479507598,K2BlackPanther,35.00001931368174,130.02721919045834,T90,35.00014910556099,130.0292711142816,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:16Z,Platform_A,35.000071727063684,130.01758175229213,K2BlackPanther,35.00003423538885,130.02720771671028,T90,35.00016052362681,130.0292142823619,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:17Z,Platform_A,35.00006165328769,130.0175597612387,K2BlackPanther,35.00004952504948,130.02720786129322,T90,35.00015405034699,130.02914795764573,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:18Z,Platform_A,35.00004162827275,130.01754400680028,K2BlackPanther,35.0000355525786,130.02721014065952,T90,35.00015782370875,130.0290790766115,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:19Z,Platform_A,35.000058248978625,130.01756398017054,K2BlackPanther,35.0000277615055,130.02723768917605,T90,35.000149835839366,130.02899052606506,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:20Z,Platform_A,35.000056932992514,130.01754570066373,K2BlackPanther,35.00003612734911,130.0272121918715,T90,35.00017805139326,130.0289284010326,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:21Z,Platform_A,35.00003830821368,130.01754298806364,K2BlackPanther,35.000013991902605,130.02720129873526,T90,35.00015295219896,130.02882913335534,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:22Z,Platform_A,35.00006881546417,130.01754193232557,K2BlackPanther,35.00002318555496,130.02721202798762,T90,35.00016952775682,130.02877016848058,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:23Z,Platform_A,35.000047620243784,130.01757614119407,K2BlackPanther,35.00004517187278,130.02720990076705,T90,35.00017825216945,130.02870494000211,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:24Z,Platform_A,35.0000644829535,130.01754166913764,K2BlackPanther,35.000038148627176,130.02722810048053,T90,35.00017384154212,130.02861751909796,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:25Z,Platform_A,35.00005852354886,130.01756726818073,K2BlackPanther,35.00003148873694,130.02719894786992,T90,35.0001491007309,130.02853519365271,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:26Z,Platform_A,35.0000617376739,130.0175441655162,K2BlackPanther,35.00003918077114,130.02720745798922,T90,35.000163292938325,130.02849592342162,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:27Z,Platform_A,35.00004540181812,130.01757149183965,K2BlackPanther,35.00003343288345,130.02719720579785,T90,35.00016651829799,130.02839863967992,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:28Z,Platform_A,35.00005865813276,130.0175816349469,K2BlackPanther,35.000043426307975,130.02723256569047,T90,35.00017804309125,130.02831639474178,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:29Z,Platform_A,35.00004227234743,130.01754966307578,K2BlackPanther,35.00002398950214,130.02722522139845,T90,35.00016006196002,130.02825485433405,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:30Z,Platform_A,35.000070490414785,130.0175678573002,K2BlackPanther,35.000021418946524,130.02722098937184,T90,35.000161727125494,130.0281772402433,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:31Z,Platform_A,35.00005853143619,130.01755868560377,K2BlackPanther,35.0000453195897,130.0272145504621,T90,35.00015437975956,130.02810286068097,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:32Z,Platform_A,35.00004209945545,130.017573745081,K2BlackPanther,35.000032673612694,130.02720302954756,T90,35.00016938852356,130.0280156648241,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:33Z,Platform_A,35.00004572289912,130.0175570704972,K2BlackPanther,35.000047274490996,130.02721259673893,T90,35.000160943932066,130.02797232394855,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:34Z,Platform_A,35.000054604591405,130.01754242884093,K2BlackPanther,35.0000391806898,130.02723277325705,T90,35.000169332097194,130.02790634849097,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:35Z,Platform_A,35.00004131158786,130.01757585981184,K2BlackPanther,35.00001454208573,130.02723214825448,T90,35.00015961992164,130.0278130925025,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:36Z,Platform_A,35.00005301341922,130.01754417280034,K2BlackPanther,35.000034406567494,130.02723315832802,T90,35.00015651756375,130.02772195563213,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:37Z,Platform_A,35.00005327800838,130.01755682409942,K2BlackPanther,35.0000148178441,130.02722538056256,T90,35.000168240079574,130.02765204274044,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:38Z,Platform_A,35.00003957054139,130.0175469375138,K2BlackPanther,35.00003645571585,130.0272030015031,T90,35.000159951579796,130.02757352905198,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:39Z,Platform_A,35.000059589654306,130.01755665544653,K2BlackPanther,35.000025136605245,130.02720186611668,T90,35.000150538410786,130.0275134276849,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:40Z,Platform_A,35.000067092752936,130.01755967817334,K2BlackPanther,35.00003692739115,130.0272359827305,T90,35.00017498591772,130.0274340510819,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:41Z,Platform_A,35.00003809105277,130.01757106560112,K2BlackPanther,35.00002001405007,130.02721598242024,T90,35.00015764803665,130.02738878264154,behind,ahead of,behind,ahead of,ahead of,behind
