time,BF_object_C,lat_C,long_C,BF_object_D,lat_D,long_D,BF_object_E,lat_E,long_E,C-D,D-C,D-E,E-D,C-E,E-C
+2026-02-05T22:36:47Z,BTR80,35.000109812131555,130.0175608423185,K2BlackPanther,35.00004642777292,130.02460125806329,T90,35.00017098175474,130.03594536865535,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:48Z,BTR80,35.00010422031761,130.01758096295748,K2BlackPanther,35.00005864397408,130.02457679054655,T90,35.000153421817615,130.03586927573153,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:49Z,BTR80,35.00011678037339,130.01754898526556,K2BlackPanther,35.00006834624104,130.02457940928602,T90,35.000174963189444,130.03580620606513,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:50Z,BTR80,35.0001203558992,130.01754099207113,K2BlackPanther,35.00006554431557,130.02457929015745,T90,35.000152473373475,130.03574352718806,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:51Z,BTR80,35.00012115711142,130.01758029395833,K2BlackPanther,35.000036426504636,130.0245917136533,T90,35.000145259178424,130.03567783670005,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:52Z,BTR80,35.00009260607341,130.01758073314124,K2BlackPanther,35.00004284772537,130.0245662163022,T90,35.00015355021416,130.03562688938018,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:53Z,BTR80,35.000110396891984,130.01757484925665,K2BlackPanther,35.0000441937858,130.02460052198964,T90,35.00015900873171,130.03555899895568,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:54Z,BTR80,35.00009197365042,130.01756896039618,K2BlackPanther,35.00004734513501,130.02458141827466,T90,35.000164689606486,130.03546970672843,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:55Z,BTR80,35.00010701437196,130.01754081751042,K2BlackPanther,35.000059206540456,130.02456310596568,T90,35.0001526452871,130.0354355107728,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:56Z,BTR80,35.00012385873566,130.01755917988532,K2BlackPanther,35.0000526199334,130.02460184734664,T90,35.00017390823315,130.0353401169845,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:57Z,BTR80,35.00011071212549,130.01754404565733,K2BlackPanther,35.0000456733347,130.02458965853367,T90,35.0001770994856,130.0352820300515,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:58Z,BTR80,35.000113702069235,130.01756733191488,K2BlackPanther,35.000040841115286,130.0245745748944,T90,35.00017804166145,130.03523679834407,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:36:59Z,BTR80,35.0001124217609,130.01754443408296,K2BlackPanther,35.00003630838603,130.02459958120374,T90,35.00017482820246,130.0351866662354,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:00Z,BTR80,35.00011902484089,130.01758166159888,K2BlackPanther,35.000039549165585,130.02459447087978,T90,35.00016211955689,130.03510331657264,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:01Z,BTR80,35.00012302878882,130.01756005687827,K2BlackPanther,35.000049524979644,130.02458936813557,T90,35.00017984779475,130.03502185397002,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:02Z,BTR80,35.00011164580203,130.01754683149113,K2BlackPanther,35.000051118535026,130.0245900350125,T90,35.00016147504453,130.03499613947628,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:03Z,BTR80,35.00010499840446,130.01757392202208,K2BlackPanther,35.00005630585168,130.02457190527429,T90,35.000145421547664,130.03490086881902,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:04Z,BTR80,35.00012325876334,130.01755501911288,K2BlackPanther,35.00006405584513,130.02457551744595,T90,35.000171553075695,130.03486506550922,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:05Z,BTR80,35.00010670479444,130.01757537643448,K2BlackPanther,35.00004071004862,130.02459075537502,T90,35.00015898024696,130.03480299153665,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:06Z,BTR80,35.000092243187744,130.01755857158963,K2BlackPanther,35.00005015830307,130.02458547339896,T90,35.00015973837106,130.03471896232114,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:07Z,BTR80,35.00009729961965,130.01754944995162,K2BlackPanther,35.00004717386484,130.0245815605446,T90,35.00014491508608,130.03464156787945,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:08Z,BTR80,35.00012011222424,130.0175664791037,K2BlackPanther,35.00006807746179,130.02460278459753,T90,35.00015478398748,130.0345784084894,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:09Z,BTR80,35.00009787216157,130.01754566286525,K2BlackPanther,35.000064522338384,130.02458160898672,T90,35.00015161203812,130.03453263374624,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:10Z,BTR80,35.000103065281344,130.01755539158648,K2BlackPanther,35.000059833265325,130.02458444295775,T90,35.00017576912981,130.0344898706733,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:11Z,BTR80,35.00009557518465,130.01754974090116,K2BlackPanther,35.000040702934534,130.02456929910045,T90,35.00017169333471,130.03438500090272,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:12Z,BTR80,35.00009309156462,130.01754515434206,K2BlackPanther,35.00006716482682,130.02456352563362,T90,35.000171713862386,130.03435888508272,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:13Z,BTR80,35.0000940089545,130.01756388013442,K2BlackPanther,35.00003974692062,130.024588317522,T90,35.00015155582558,130.03429305753411,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:14Z,BTR80,35.00011953880649,130.0175534285445,K2BlackPanther,35.00005488085992,130.02459237365684,T90,35.00015604352588,130.03419691580604,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:15Z,BTR80,35.00012169286236,130.01756920018883,K2BlackPanther,35.00004194299606,130.02456448250072,T90,35.000171814423155,130.0341324775213,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:16Z,BTR80,35.000092886234846,130.01757252368634,K2BlackPanther,35.00004362692779,130.02456851236758,T90,35.00015398043489,130.03407084863508,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:17Z,BTR80,35.0000984732791,130.01756388320362,K2BlackPanther,35.00007036516675,130.02458483270152,T90,35.00017240507509,130.03401310133745,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:18Z,BTR80,35.00012256409444,130.0175518994085,K2BlackPanther,35.00004039588732,130.02456402609283,T90,35.000144685052135,130.03398397403473,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:19Z,BTR80,35.00011021201795,130.01756357250466,K2BlackPanther,35.00004652527423,130.0245890210828,T90,35.0001619162936,130.03389315135658,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:20Z,BTR80,35.00009960648226,130.0175624151727,K2BlackPanther,35.00004361414037,130.0245901039241,T90,35.000157922339405,130.0338363321845,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:21Z,BTR80,35.00009597637814,130.01758119931057,K2BlackPanther,35.00005443530611,130.0245972832131,T90,35.00017682003371,130.03376504524067,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:22Z,BTR80,35.00009711657095,130.01756569205085,K2BlackPanther,35.00005428540567,130.02458401175303,T90,35.00016534269068,130.03372722363932,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:23Z,BTR80,35.00009380690039,130.01756631855315,K2BlackPanther,35.00004491223536,130.0245837660426,T90,35.00015031928215,130.0336338931753,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:24Z,BTR80,35.00011074940665,130.0175387234576,K2BlackPanther,35.00005205831212,130.0245997064216,T90,35.000178615813226,130.03359893872246,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:25Z,BTR80,35.00011229558446,130.0175390068242,K2BlackPanther,35.00005460722046,130.0245741196609,T90,35.00017008166074,130.03351122092516,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:26Z,BTR80,35.000122728979186,130.01755630875883,K2BlackPanther,35.00006378166596,130.02457913153134,T90,35.000167993001455,130.03346215278836,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:27Z,BTR80,35.00012252464838,130.0175527615709,K2BlackPanther,35.00005873282111,130.0245838246467,T90,35.00015375845317,130.03339955930264,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:28Z,BTR80,35.00010933922382,130.01756193746357,K2BlackPanther,35.00004077181882,130.02458598340493,T90,35.000150152052434,130.03332309938847,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:29Z,BTR80,35.00012343538732,130.01757519468867,K2BlackPanther,35.00003827203988,130.0245800179453,T90,35.00016947067502,130.033259991135,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:30Z,BTR80,35.00011537334869,130.0175725589192,K2BlackPanther,35.00005587183795,130.02459041648268,T90,35.000158947277235,130.03319023517278,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:31Z,BTR80,35.000099626356054,130.01755077081668,K2BlackPanther,35.00005690305982,130.02459211207665,T90,35.00016162173054,130.03311894568873,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:32Z,BTR80,35.00012218378471,130.01757429543912,K2BlackPanther,35.00006705744956,130.0245814545003,T90,35.00015759023747,130.03306985103043,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:33Z,BTR80,35.000108000125266,130.01756780517817,K2BlackPanther,35.00005697815563,130.0245790304434,T90,35.00015456896689,130.0330174155255,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:34Z,BTR80,35.000122435152086,130.0175502434008,K2BlackPanther,35.00005215415981,130.02458870956212,T90,35.00017441135567,130.03293650138133,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:35Z,BTR80,35.00009507820004,130.01756335055242,K2BlackPanther,35.00003937534515,130.02457629356064,T90,35.00017197377319,130.03287201415657,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:36Z,BTR80,35.00010859203961,130.01754816049382,K2BlackPanther,35.000066222222465,130.02460591100515,T90,35.0001726488232,130.03282915377554,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:37Z,BTR80,35.00010905269425,130.01754164915698,K2BlackPanther,35.0000403830344,130.02458954747695,T90,35.00017570258455,130.03275164070538,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:38Z,BTR80,35.00012126189503,130.0175507541859,K2BlackPanther,35.000052160322426,130.02459978809665,T90,35.000148208136295,130.03271537243455,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:39Z,BTR80,35.000120414132866,130.01757273663227,K2BlackPanther,35.00006415968588,130.02457584878172,T90,35.00017192883475,130.03265051574135,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:40Z,BTR80,35.000100727429995,130.01755857870796,K2BlackPanther,35.000056334737195,130.02459383928257,T90,35.000167078665264,130.03256641545175,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:41Z,BTR80,35.000104176523145,130.01756172065612,K2BlackPanther,35.000058265687315,130.0245806979293,T90,35.00016366651259,130.03248730182096,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:42Z,BTR80,35.0001043803463,130.01756528800482,K2BlackPanther,35.000043139598574,130.02456890352056,T90,35.00016803846983,130.03243091490972,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:43Z,BTR80,35.00011978451125,130.01757462275341,K2BlackPanther,35.00006616254856,130.0245954686932,T90,35.000154581354906,130.0323637618396,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:44Z,BTR80,35.0000984262766,130.01757909602307,K2BlackPanther,35.000061969115066,130.02459328151343,T90,35.000153624233555,130.03231413942478,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:45Z,BTR80,35.000108778793425,130.01754207292083,K2BlackPanther,35.00007078744154,130.02458228977434,T90,35.0001669425679,130.03225709357687,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:46Z,BTR80,35.00010014581848,130.01757401296925,K2BlackPanther,35.00004654784363,130.02459506088596,T90,35.00016322877774,130.03220736488333,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:47Z,BTR80,35.00009945210984,130.01754669261635,K2BlackPanther,35.0000661611023,130.02459232969738,T90,35.0001683027867,130.03210577275283,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:48Z,BTR80,35.00010478788369,130.01756614069978,K2BlackPanther,35.00003887507662,130.02459566213406,T90,35.0001563524759,130.03207454397557,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:49Z,BTR80,35.00012354538208,130.01757799492745,K2BlackPanther,35.00004160804342,130.02459306052737,T90,35.00015230582965,130.0320015932597,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:50Z,BTR80,35.0001204021246,130.0175788153321,K2BlackPanther,35.000064556121295,130.0245766307335,T90,35.00014438964374,130.03191360722934,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:51Z,BTR80,35.00009803101069,130.01756830645476,K2BlackPanther,35.00005247851422,130.02456577759853,T90,35.000158266631,130.03186312380078,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:52Z,BTR80,35.00010410541694,130.0175620269031,K2BlackPanther,35.000054024593744,130.02456659574688,T90,35.00015415503438,130.0317913280976,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:53Z,BTR80,35.00010538751031,130.01754569857772,K2BlackPanther,35.00006140398356,130.02456512499242,T90,35.000147004858434,130.03173476106977,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:54Z,BTR80,35.00010620732947,130.0175421673159,K2BlackPanther,35.00006370876998,130.0245829255888,T90,35.000174566525835,130.0316973208012,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:55Z,BTR80,35.000103507308815,130.01755063913347,K2BlackPanther,35.00007186142457,130.02460280999512,T90,35.0001507660871,130.03160066255649,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:56Z,BTR80,35.0001049166072,130.01756071712754,K2BlackPanther,35.000041668618806,130.0245706080431,T90,35.00017241159358,130.03153350509695,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:57Z,BTR80,35.000119922766935,130.01757130629247,K2BlackPanther,35.000052679150535,130.02459116572354,T90,35.00014993268137,130.03151137561068,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:58Z,BTR80,35.000106759330336,130.01754558633758,K2BlackPanther,35.00006380706063,130.02457571229237,T90,35.0001675653766,130.03141584182225,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:37:59Z,BTR80,35.0001154649643,130.0175684631706,K2BlackPanther,35.00006443961919,130.02457669487836,T90,35.00017533169163,130.03137968721322,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:00Z,BTR80,35.00009038800668,130.01757923786207,K2BlackPanther,35.00005037548863,130.02457934617235,T90,35.00016603627824,130.03131357685106,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:01Z,BTR80,35.000120351275285,130.01757826874018,K2BlackPanther,35.00004805377664,130.024577199405,T90,35.00015722963298,130.03125505820253,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:02Z,BTR80,35.0001164936739,130.0175516441942,K2BlackPanther,35.0000671480624,130.0245915985829,T90,35.000147912222495,130.03115801357976,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:03Z,BTR80,35.00009898580041,130.01755352903425,K2BlackPanther,35.00007182590258,130.02458610998391,T90,35.00016292100998,130.03109432308324,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:04Z,BTR80,35.00011355438247,130.0175770744224,K2BlackPanther,35.00006566819896,130.02459679663593,T90,35.000155591680084,130.03103389602597,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:05Z,BTR80,35.00011114854049,130.01755472992642,K2BlackPanther,35.000039162821835,130.02457644504125,T90,35.00014455149489,130.03096836142075,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:06Z,BTR80,35.00009607391338,130.0175595090536,K2BlackPanther,35.000052451159625,130.02456947491305,T90,35.00015259530774,130.03091951850038,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:07Z,BTR80,35.000105258519206,130.01756600016003,K2BlackPanther,35.000068405572286,130.02457164882227,T90,35.000177398224466,130.03083740573229,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:08Z,BTR80,35.00012420486455,130.01758021253752,K2BlackPanther,35.00005024090914,130.02459551341212,T90,35.00017342829698,130.03080326377116,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:09Z,BTR80,35.000108745065475,130.01757934143671,K2BlackPanther,35.00004076319105,130.0245854709551,T90,35.000150300896465,130.03072398653828,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:10Z,BTR80,35.00011029617916,130.01755879844924,K2BlackPanther,35.00005407073159,130.0245845741694,T90,35.0001487339576,130.0306689772831,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:11Z,BTR80,35.00012570095951,130.01757591531623,K2BlackPanther,35.00004079622834,130.02459495838139,T90,35.000175405200395,130.03061500869018,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:12Z,BTR80,35.0001111806606,130.01755857939938,K2BlackPanther,35.00006332088175,130.02456873067737,T90,35.00016073314709,130.03053564040854,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:13Z,BTR80,35.00009857868446,130.01757125338605,K2BlackPanther,35.0000649896212,130.02456874275816,T90,35.00017661009144,130.03048080465246,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:14Z,BTR80,35.00011893365605,130.01754531977053,K2BlackPanther,35.00005148637618,130.02458748352518,T90,35.00017055395505,130.0304124660035,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:15Z,BTR80,35.00009666731958,130.0175724448143,K2BlackPanther,35.00005353903224,130.02459652403542,T90,35.00017953027108,130.03032998033012,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:16Z,BTR80,35.00009126627838,130.01753859443164,K2BlackPanther,35.000059901105494,130.02456950005478,T90,35.00017983587462,130.03027599535048,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:17Z,BTR80,35.00011900057794,130.01754583836117,K2BlackPanther,35.00004278161296,130.02460584417722,T90,35.00016192999137,130.0302340957228,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:18Z,BTR80,35.000103101967355,130.0175714037314,K2BlackPanther,35.000065425375595,130.02458290557274,T90,35.000157638853246,130.030180543802,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:19Z,BTR80,35.00010054730225,130.01757821177355,K2BlackPanther,35.00003693082692,130.02460444018806,T90,35.00014785422685,130.03008814411825,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:20Z,BTR80,35.00011775418646,130.01753866875103,K2BlackPanther,35.00006362982313,130.024604389902,T90,35.000178560023514,130.0300207093531,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:21Z,BTR80,35.00009344003563,130.01754937352564,K2BlackPanther,35.00006095805985,130.02457354083748,T90,35.00014847513085,130.02999152219158,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:22Z,BTR80,35.00011794907962,130.0175690234697,K2BlackPanther,35.000037521991,130.02456564810507,T90,35.000156538171446,130.02992645123993,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:23Z,BTR80,35.000126094599864,130.01754022964508,K2BlackPanther,35.00005825085038,130.0245832268769,T90,35.00015664331173,130.0298343538711,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:24Z,BTR80,35.0001238268356,130.01756634443592,K2BlackPanther,35.00004961080439,130.02458192630513,T90,35.00015972815433,130.02977207891132,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:25Z,BTR80,35.000125905756484,130.01754651270727,K2BlackPanther,35.000044487856584,130.02457763207173,T90,35.0001783081384,130.02973271081356,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:26Z,BTR80,35.00012525226035,130.01757265106477,K2BlackPanther,35.000069256501384,130.0245914305428,T90,35.00016563472589,130.02966741203127,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:27Z,BTR80,35.000099704898595,130.01757740626132,K2BlackPanther,35.00004057803256,130.0245722432044,T90,35.00016171429263,130.02960839748607,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:28Z,BTR80,35.00011923409739,130.0175673547315,K2BlackPanther,35.00004890050902,130.02458708164036,T90,35.000166945203866,130.02954639208855,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:29Z,BTR80,35.00012349210222,130.01754249732676,K2BlackPanther,35.000066264035816,130.0246050692806,T90,35.00015175507111,130.02944411362793,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:30Z,BTR80,35.00012165055022,130.01756248878647,K2BlackPanther,35.000041059498855,130.0245658780144,T90,35.000154501462944,130.02939418932888,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:31Z,BTR80,35.00009186639007,130.0175688681534,K2BlackPanther,35.000045626003256,130.02458176899623,T90,35.00014903711093,130.0293202324281,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:32Z,BTR80,35.0001027276222,130.01754563287622,K2BlackPanther,35.00006631932409,130.0245937392001,T90,35.00015973985041,130.02926075584276,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:33Z,BTR80,35.0001108518126,130.0175495374522,K2BlackPanther,35.0000494739663,130.02458529648163,T90,35.00014503724107,130.02919353155454,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:34Z,BTR80,35.000102961887116,130.01756431595769,K2BlackPanther,35.00005943144713,130.0245898608798,T90,35.000145369588026,130.02915257551106,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:35Z,BTR80,35.00011369674793,130.01756625901328,K2BlackPanther,35.0000443468639,130.02458630192564,T90,35.000165712104824,130.02906648979155,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:36Z,BTR80,35.000120144259796,130.01756165087392,K2BlackPanther,35.000069089766704,130.02458538156023,T90,35.00017966439615,130.0290300314955,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:37Z,BTR80,35.000101226683114,130.01755661534705,K2BlackPanther,35.00007104858439,130.02457835009207,T90,35.00016571396565,130.02897141066614,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:38Z,BTR80,35.00012116722298,130.0175587805704,K2BlackPanther,35.00007040212018,130.0245632787975,T90,35.00016833217236,130.02889976607622,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:39Z,BTR80,35.00010813177957,130.01757938862752,K2BlackPanther,35.00005730859845,130.02460263485466,T90,35.00015204865577,130.0288468470805,behind of,ahead of,behind of,ahead of,behind of,ahead of
